fecha;Linea;Cantidad
01/03/2026;BLUSA;1875
01/03/2026;CORTOS;8363
01/03/2026;SOBRETODO;4163
01/03/2026;CALZADO;1412
01/03/2026;DEPORTIVO;169
01/03/2026;PANTALONES DE MODA;2370
01/03/2026;ACCESORIOS;9230
01/03/2026;PRODUCTOS DE MODA;1755
01/03/2026;ROPA INTERIOR;2374
01/03/2026;MARROQUINERIA;2773
